id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
516,"Also, if you didn't call that blown save you aren't a tigers fan. #Not $$$$ #sarcasm",0,0,0,0,0,0
517,Also I only shaved one leg in the shower & completely forgot about the other so I def have my life together. #sarcasm,0,0,0,0,0,0
518,Also let's hope she actually leaves them on #yeahright #sarcasm,0,0,0,0,0,0
519,also making fun of triggers... it's not really funny #sarcasm,0,0,0,0,0,0
520,ALSO PLEASE STALK ME LMAO #sarcasm,0,0,0,0,0,0
521,Also that's not really fun stuff at all. Don't become an adult ever pls save yourself. #sarcasm,0,0,0,0,0,0
522,"Also video editing is fun and not really any difficult, makes me wonder why I didn't pick it up sooner #sarcasm",0,0,0,0,0,0
523,"Alternative phrases to "" calm your tits "" : - soothe your boobs - hakuna your tatas - give that chest a rest - don't have a rack attack #sarcasm",1,0,0,0,0,0
524,altogether have 6 hours for work next week #cashflow #not 😃 #sarcasm,0,0,0,0,0,0
525,@altonbrown @Samthemanimal You'll love it. Taking some friends to the show who missed it the first time around; worth paying again ^^ #sarcasm,0,0,0,0,0,0
526,"@alvarezblue I'm not arguing that it's a bad question, just that this maybe isn't the best response. #sarcasm",0,0,0,0,0,0
527,always an accomplishment when you can make it thru a shower with no one turning the light off. 😂 #sarcasm,0,0,0,0,0,0
528,"Always believe in God, because there are some questions that even Google can't answer. #sarcasm",0,0,0,0,0,0
529,Always believe in your dreams and don't let anyone stop you from reaching them. #sarcasm,0,0,0,0,0,0
530,"Always be positive *Trips down the stairs* "" Wow! I got down those stairs fast! "" #sarcasm",0,0,0,0,0,0
531,Always be yourself. Unless you can be Batman. Then be Batman. #sarcasm,0,0,0,0,0,0
532,Always envied the kids who showed up to school with their 64 count Crayola crayons. If I wanted Burgundy or Salmon I had to ask in shame. #sarcasm,0,0,0,0,0,0
533,Always follow your brain. Your heart is stupid as fuck. #sarcasm,1,0,0,0,0,0
534,Always fun scrunching up my body into a 2x2 foot square-like space until I wake up tomorrow morning. #sarcasm,0,0,0,0,0,0
535,Always good listening to Greg's BS stories #yeahright #sarcasm,0,0,0,0,0,0
536,always gotta kill them with kindness 👄 #sarcasm,1,0,0,0,0,0
537,"always go with the choice that scares you the most, because that's the one that is going to help you grow #sarcasm",0,0,0,0,0,0
538,Always helpful #Not #sarcasm,0,0,0,0,0,0
539,Always keeping it classy #not #fucktim #sarcasm,0,0,0,0,0,0
540,Always love sleeping in and missing the bus 😂 😂 😟 #sarcasm,0,0,0,0,0,0
541,Always nice hearing we got hacked again #sarcasm,0,0,0,0,0,0
542,Always nice to be woken by the #cat at the end of the bed with a #mouse in its mouth. #not #sarcasm,0,0,0,0,0,0
543,Always said delaney was amazing #fml #sarcasm,0,0,0,0,0,0
544,Always used to wish for snow when a was in school now a think all just cry when am on a roof grafting me tits off soaking wet in a blizzard #sarcasm,1,0,0,0,0,0
545,"@alyssacordovaa : What a shocker I woke up sore 😞 #sarcastic "" don't think the hash tag was necessary #sarcasm",0,0,0,0,0,0
546,A man and a woman can have a completely platonic friendship as long as one of them is lying. #sarcasm,0,0,0,0,0,0
547,"A man asks a trainer in the gym : "" I want 2 impress that beautiful girl, which machine can I use? "" Trainer replies : "" Use the ATM "" #sarcasm",0,0,0,0,0,0
548,@amandadaluga Forget the album... the bigger disappointment is that the Kardashian's and Bieber are your favorite things #supersweet16 #sarcasm,0,0,0,0,0,0
549,@AMANDAZUCKERMAN I am literally sitting on the toilet right now trying to let off some weight before going to the scale. #notreallycheating #sarcasm,0,0,0,0,0,0
550,A mans job should always be making sure his woman is happy #sarcasm,0,0,0,0,0,0
551,@amarksdaspot I'm determined to make 2016 the year that I'm a morning person bc I do love being up early it just never happens #sarcasm,0,0,0,0,0,0
552,@a_marti27 oooh good one #not #sarcasm,0,0,0,0,0,0
553,#AMAs @justinbieber had to make it rain to put out The Weekend's fire #sarcasm,0,0,0,0,0,0
554,Amazing bubble butt #sarcasm,0,0,0,0,0,0
555,@AmazingPhil *coughcough* CAN'T wait for you to come to America *coughcough * #sarcasm,1,0,0,0,0,0
556,@_amberdeaton that's probably why he got in the class from the wait list #sarcasm,0,0,0,0,0,0
557,@Ambisagrus i love that you and one other person immediately identified which game was being talked about here #sarcasm,0,0,0,0,0,0
558,@ambivaluhnt WAIT A MINUTE could I recommend you to the parents I babysit for because there are a lot of times I can't make it #sarcasm,0,0,0,0,0,0
559,Am coming back back #because of some people I've missed #not the #Familysh*t #tweaa #sarcasm,0,0,0,0,0,0
560,@amcweeney @Jamess_Inc it's fine that I literally texted u this exact phrase and then you tweeted it #notfunny #sarcasm,0,0,0,0,0,0
561,"@AmeliaWorrall thank you, I'm so excited, working my arse off. Day off today and spent it all in the college library ❤️ #sarcasm",1,0,0,0,0,0
562,"@AmericanAir thank you for the help and much appreciated. If I win big in Vegas, I am overnighting an alarm clock to that Flt attendant :) #sarcasm",0,0,0,0,0,0
563,American Literature has been an interesting course #sarcasm,0,0,0,0,0,0
564,"American Pie "" ruined it for any kid that actually DOES have an amazing story from band camp. #sarcasm",0,0,0,0,0,0
565,Americans want their protection until they get caught with hands in the cookie jar! Police sre being damned! #sarcasm,1,0,0,0,0,0
566,@AMERICANXDREAM so you showed up like a stud all wet and flexing?! oh the horror! __ #sarcasm,0,0,0,0,0,0
567,am i going to be sleepy every day for the rest of my life #sarcasm,0,0,0,0,0,0
568,"A MILF is a sexy ass mom over 35. If you're 18, you're just a bitch with a baby #sarcasm",1,0,0,0,0,0
569,am I overreacting or do I have a valid reason to feel the way I do : a novel by me #sarcasm,0,0,0,0,0,0
570,Am I the only one that gets excited about wearing new underwear even though noone can see it? #sarcasm,0,0,0,0,0,0
571,Am I the only one who calculates how much sleep I can get before I go to bed #sarcasm,0,0,0,0,0,0
572,Am I the only one who feels like everything is falling apart but coming together at the same time #sarcasm,0,0,0,0,0,0
573,"Am I the only one who measures time using songs? "" Oh it only took me 4 songs to get here! "" "" That's not too long! "" #sarcasm",0,0,0,0,0,0
574,am i the only one who misses cartoons like totally spies and hey arnold #sarcasm,0,0,0,0,0,0
575,Am I the only one who wakes up then stays in bed for like another hour #sarcasm,0,0,0,0,0,0
576,am I the only person that texts someone like 5 messages at the same time that could easily be put into one #sarcasm,0,0,0,0,0,0
577,@Amnabot. Could be. I like cats but my daughter has a 'cat ' allergy so I love her on 2 counts. #sarcasm,0,0,0,0,0,0
578,@amnesiacbird I'm waking up with a smile #not #sarcasm,0,0,0,0,0,0
579,@amnichols thank you! Love to read more recipes and tips from another allergy mom. #sarcasm,0,0,0,0,0,0
580,a moment of silence for all the teenage couples who compare themselves to Romeo and Juliet #sarcasm,0,0,0,0,0,0
581,A moment of silence to all the kids who can't wait to become a teenager because they think it's fun #sarcasm,0,0,0,0,0,0
582,@AmorHominum aww anything or anyone who makes you smile is worth losing some sleep. #sarcasm,0,0,0,0,0,0
583,@amyaaronson also foggy in Cola. Miss your reports on the morning show. Have a good Thanksgiving. #sarcasm,0,0,0,0,0,0
584,@AmyLHickman Congrats on the episode of dumping ground today great acting overall you should be proud of yourself #sarcasm,0,0,0,0,0,0
585,@amyschumer You just think losing weight will mess up your tramp stamp. #sarcasm,0,0,0,0,0,0
586,@AmyTheFrone @keud12 @polar_mcbear I love it when I'm not the one getting yelled at! Hahaha FUCK YOU KYLE! #sarcasm,1,0,0,0,0,0
587,@AMYzingSheldahl you caught me! :) #guiltypleasure #not #sarcasm,0,0,0,0,0,0
588,An 8 hour day in uni with an exam and injections with only 4 hours sleep. This should be fun 😅 #sarcasm,0,0,0,0,0,0
589,A naked iPhone is so beautiful but too risky. #sarcasm,0,0,0,0,0,0
590,Analysis is another word for stalker... #sarcasm,0,0,0,0,0,0
591,An apple a day will keep anyone away if you throw it hard enough. #sarcasm,0,0,0,0,0,0
592,An astute observation : most people are kill them with kindness and I am just kill #sarcasm,1,0,0,0,0,0
593,anatomy lab test on birthday yay #sarcasm,0,0,0,0,0,0
594,"an awesome day at school with Keegan, then to top it off we went out to jitters and did a little homework. 💙✊ #sarcasm",0,0,0,0,0,0
595,"And can't play baseball because it can subject him to physical injury, but softball is fine... #MakesSense #Not #sarcasm",0,0,0,0,0,0
596,"and crappy day 2 ends just as it began tired, stressed, and still behind on homework... awesome #sarcasm",0,0,0,0,0,0
597,Andd Both my UH classes on Tuesday got cancelled and I have the whole week off on thanksgiving too! YAY #sarcasm,0,0,0,0,0,0
598,andddddd surprise it's raining again in atl #sarcasm,0,0,0,0,0,0
599,And fuck the school for not putting my wet clothes in a dryer. Like would it kill you?! #sarcasm,1,0,0,0,0,0
600,And here I am doing it ALL over again... #irony #mommyproblems #nothingschanged #sarcasm,0,0,0,0,0,0
601,"And here it is 4AM and I lie here, wide awake, thinking. Oh the happy days. #sarcasm",0,0,0,0,0,0
602,"and i have double lab, which means i have it for two period instead of one :) yay! #sarcasm",0,0,0,0,0,0
603,And I hear that Nine my be like a Melty Blood character. I did play a lot of MB so she might be fun to use. #sarcasm,0,0,0,0,0,0
604,"And I love getting cheered on and being talked to when I hitting hard, younger ones well... "" U hurting me "" 😕 #sarcasm",0,0,0,0,0,0
605,And I'm back to the real world of working a crapy job by day and being a musician by night. #livingthedream #sarcasm,0,0,0,0,0,0
606,And I'm pulling a 12 in the ER the night before thanksgiving. #NursingStudentProblems #sarcasm,0,0,0,0,0,0
607,And I'm so excited. Like.. Bruh. If You was sleep wake up. 😭 😭 😭 😭 😭 😭 😭 #sarcasm,0,0,0,0,0,0
608,And I'm so glad my insomnia is coming back. #not #sarcasm,0,0,0,0,0,0
609,and I'm so good at going to bed early when I have to be up early #not #sarcasm,0,0,0,0,0,0
610,And I thought chugging coffee at 9 PM was a good idea... 😑☕️ #not #sarcasm,0,0,0,0,0,0
611,"and it was funny to see Emily lose to Julia, she thought it was gonna be easy #not #InkMasterRivals #sarcasm",0,0,0,0,0,0
612,and it was nice not having to suffer a day in school yay #sarcasm,0,0,0,0,0,0
613,"And I was hanging on a fence in the air and it felt like I was bungee jumping, but not really. It was fun, but I was scared shitless. #sarcasm",1,0,0,0,0,0
614,"and just like that, another day had passed without any study #sarcasm",0,0,0,0,0,0
615,".. and made up for it with this very cute cartoon about dumb ways to die, full of tiny fun details #sarcasm",1,0,0,0,0,0
616,"And noooo secret, No matter how nasty, can poison Your voice or keep You from joy #sarcasm",0,0,0,0,0,0
617,AND NOW HES THE COOL UNCLE IN ANOTHER SMALL EVEN MORE DYSFUNCTIONAL FAMILY HOPING IT DOESNT ALL GO TO SHIT AGAIN #sarcasm,1,0,0,0,0,0
618,"And now I'm fucking sick, that's really fuckin cool. Good way to start the week... #not 😷😷 #sarcasm",1,0,0,0,0,0
619,And now is a great time to get sick 😏 #sarcasm,0,0,0,0,0,0
620,And off to run a trillion miles I go #sarcastictweet 😒 #sarcasm,0,0,0,0,0,0
621,and on Fridays we have PE then a long break so we would wait for everyone in the class to bathe/change before heading to high sch for lunch #sarcasm,0,0,0,0,0,0
622,@AndreaRussett thats so stupid thats not aggressive its called defense against something said about you and btw you are really beautiful #sarcasm,1,0,0,0,0,0
623,@AndreaTantaros don't let up on the Benghazi story #the truth needs to be found #not sure it can be with this Admin #sarcasm,0,0,0,0,0,0
624,@andrew_davisson waking up at 3 is even better #not #sarcasm,0,0,0,0,0,0
625,"@andrewmccurley : Don't you just love only being able to eat soup? It's delicious. #Not #StrepLife #JustGoAway "" 😂 😂 😂 #sarcasm",0,0,0,0,0,0
626,@AndrewTW46 I see the advantage but I find cricket appallingly boring. Each to his own as the Bible says #not #sarcasm,0,0,0,0,0,0
627,And rippin donuts on a quad in a field is extremely dangerous haha #not #sarcasm,0,0,0,0,0,0
628,And she also thinks I have a reason to be upset about it as I've darn well put forth a great amount of success #sarcasm,0,0,0,0,0,0
629,and she's not responding. this fucking day gets better and better. #sarcasm,1,0,0,0,0,0
630,And she's the smart one 😂 😂 😂 #not #sarcasm,0,0,0,0,0,0
631,And so the first cold of the season is taking hold. On my second day of working 2 jobs. Fantastic timing #not #sosleepy #sarcasm,0,0,0,0,0,0
632,AND super ginormous thanks to trey & jfraye for trekking here & kel for putting up w/me all weekend + all my amigos #sarcasm,0,0,0,0,0,0
633,and the final textbook total plus tax comes to just under 400 $ #great #ripoffs #sarcasm,0,0,0,0,0,0
634,And the fire alarm goes off right as we are about to take off... Perfect #sarcasm,0,0,0,0,0,0
635,And the good luck of this family keeps going #not A car accident and another aunt on the hospital #sarcasm,0,0,0,0,0,0
636,And then all of my tuition went towards watering the grass while it was rAINING OUT #sarcasm,0,0,0,0,0,0
637,"And then God said, "" Seems unfair to have given man an extra limb so to balance it out I'll give women the power over which to control it. "" #sarcasm",0,0,0,0,0,0
638,And then you go check clash of clans and the server is done try again in 45 mins #bored #not cool #sarcasm,0,0,0,0,0,0
639,And there's sun goes down around my love history ♫ Tragedy on September by The Flins Tone — #sarcasm,0,0,0,0,0,0
640,"And the weirdest compliment I've received was from Jess saying I "" have a nice sneeze "". "" It's quiet and non threatening "". #sarcasm",0,0,0,0,0,0
641,"And they ask me how do u take ur coffee? Reply : "" very seriously... "" #not a morning person #sarcasm",0,0,0,0,0,0
642,And this day just keeps getting better #not #sarcasm,0,0,0,0,0,0
643,And this is why I'm doing so great in my math class #sarcastictweet #sarcasm,0,0,0,0,0,0
644,And to think I was gunna stay home from nashville. #YeahRight #sarcasm,0,0,0,0,0,0
645,😂 😂 😂 😂 😂 😂 😂 😂 😂 and water is wet. When you got a good girl she's good #sarcasm,0,0,0,0,0,0
646,And we as in @XIV_PHAT_STAX and I have most of you females mad 😭 😂 ☺️ that's okay tho. birds need love too. #NOT #sarcasm,0,0,0,0,0,0
647,and we could have had an extra half hour's sleep and taken the car and still got there earlier grrrrrr #sarcasm,0,0,0,0,0,0
648,"and we didn't talk after that "" is probably the saddest thing to say #sarcasm",0,0,0,0,0,0
649,And we get to play 4 of them. Yay! #not #govols RT : The latest AP Poll has 7 #SEC teams in the Top 14. #sarcasm,0,0,0,0,0,0
650,"and we just stopped talking... "" the worst way to end a friendship/relationship #sarcasm",0,0,0,0,0,0
651,(And when I'm not even the one that has been cleaning the room )?! 🙇 😒 #sarcasm,0,0,0,0,0,0
652,"@andyabsolute : My beard has got back to the "" stroking in contemplation "" stage... my wife will be so happy #beardtwiddler "" #not #sarcasm",0,0,0,0,0,0
653,"And yeah I post a lot about her, but she's always on my mind so she comes first #sorry #not #sarcasm",0,0,0,0,0,0
654,"@Andy_Floyd55: Thank you refs for making fantastic calls tonight #sarcastictweet #slightlysalty "" RFTTTTT #sarcasm",0,0,0,0,0,0
655,@andy_hinch actually I'm transferring to millikin at Christmas but won't be working at the pool this summer #sarcasm,0,0,0,0,0,0
656,And you need to apologize to me for having me excited all week to see you and for hurting my feelings like this @AugustAlsina #sarcasm,0,0,0,0,0,0
657,"and you take what you get and you turn it into "" honesty "" #yeahright #sarcasm",0,0,0,0,0,0
658,"A new record - after my wife left for Thanksgiving vacation, she was back home 20 minutes later thanks to a canceled flight. Fuck snow. #sarcasm",1,0,0,0,0,0
659,An ex asking to stay friends after you break up is like a kidnapper asking to stay in touch after they let you go. #sarcasm,0,0,0,0,0,0
660,"An "" ex "" is called an "" ex "" because its and "" ex "" ample of who you shouldn't date in the future. #sarcasm",0,0,0,0,0,0
661,Anger is a feeling that makes your mouth work faster than your mind. #sarcasm,0,0,0,0,0,0
662,Angry people who can't take a joke have no idea how hilarious they are to those of us who can. #sarcasm,0,0,0,0,0,0
663,"@angs2014 Well you heard the man, he's camera shy... ;) #yeahright #sarcasm",0,0,0,0,0,0
664,@anguiano__a @carinaaa_deleon yes yall are tf lol and I'm sorry you don't have to get jealous tho there's enough love for both of yall 😂 ☺️ #sarcasm,1,0,0,0,0,0
665,"An hour left of work and phone's at 5%, this should be fun! #not #SaidNoOneEver #sarcasm",0,0,0,0,0,0
666,"Annabelle's solution to life "" let's just get steaming and fuck everything up "" yeah great life advice from AC #NOT #sarcasm",1,0,0,0,0,0
667,@AnnaPenaMusic plus my face be lookin real cute #not #sarcasm,0,0,0,0,0,0
668,@anneshamaurya I've got the same one 😂 😂 and the gryffindor one #SoBaddassOfMe #Not #sarcasm,0,0,0,0,0,0
669,"Annoying person : "" You need anger management classes. "" Me : "" You need shut the fuck up classes! "" #sarcasm",1,0,0,0,0,0
670,"annoying thing about cycling in the rain, having to hit the brakes going downhill after all that effort to get to the top! #sarcasm",0,0,0,0,0,0
671,Another 8 am... super sweet #sarcasm,0,0,0,0,0,0
672,another big congrats to @natalieroddd_ for becoming a dad! so proud of you! can't wait to babysit! #sarcasm,0,0,0,0,0,0
673,Another class display by Ozil #not #sarcasm,0,0,0,0,0,0
674,Another coursework complete 8 days in advance 😇 bossing it despite having appointments and being stressed and tired yay #sarcasm,0,0,0,0,0,0
675,"Another day at work, another day of doing nothing but thinking about #StarWarsBattlefront... I need to be @ home playing. It's so great! #sarcasm",0,0,0,0,0,0
676,Another fab class tonight! Well done all Everybody this week is looking fantastic in their movement and #sarcasm,0,0,0,0,0,0
677,Another fine visit to the dentist. #sarcasm,0,0,0,0,0,0
678,Another happy day at this residence. #yeahright 😔 #sarcasm,0,0,0,0,0,0
679,Another heart op right before Christmas #great #news.. Just what I wanted! #not.. Merry Christmas ya #filthy #animal #sarcasm,0,0,0,0,0,0
680,Another nice family dinner #not #sarcasm,0,0,0,0,0,0
681,Another reason why I'm getting off social media. These people will poison your mind with rubbish validation #sarcasm,1,0,0,0,0,0
682,Another restless night #justwhatineeded #not #sarcasm,0,0,0,0,0,0
683,Another rough night but I got through it somehow without waking up much. Just been on the phone to doctors and got some appointments. #sarcasm,0,0,0,0,0,0
684,Another student in this discussion class is literally arguing semantics about the views of Nazis and the Aryan race. #notsubhuman #justworse #sarcasm,0,0,0,0,0,0
685,"another thing that happened at the Art Thing : dude - i like your slicked-back hair look me - thanks, it's rain #sarcasm",0,0,0,0,0,0
686,Another weekend means another game that the eagles suck. #sarcasm,1,0,0,0,0,0
687,Another weekend of two teams trying to out-suck each other? #packers #sarcasm,1,0,0,0,0,0
688,@ansleynewmann YAY ILL TRY NOT TO BE AN AWKWARD PIECE Ó TRASH #sarcasm,1,0,0,0,0,0
689,@anthonyrayyx I just love being second choice and being a piece of shit probably #sarcasm,1,0,0,0,0,0
690,"@AnT_ULt I still ask that question fam, wait till after high school. You'll see who's really for you then #sarcasm",0,0,0,0,0,0
691,"An Unexpected Argument - #love, #trust and #respect #dating #love #advice #sarcasm",0,0,0,0,0,0
692,Anxiety attacks are just loads of fun #not #sarcasm,0,0,0,0,0,0
693,anxiety : here i am me : please take ur shoes off at the door #sarcasm,0,0,0,0,0,0
694,anxiety : well that was a great day filled with doing nothing but crying and hyperventilating #sarcasm,0,0,0,0,0,0
695,"Anxiety : when that "" five extra minutes "" of sleep turns into a half hour #sarcasm",0,0,0,0,0,0
696,Anybody have any plans to stare at their phone somewhere exciting this weekend? #sarcasm,0,0,0,0,0,0
697,Any day when you can stay in pajamas the whole time is a good day #sarcasm,0,0,0,0,0,0
698,"ANY girl can become my friend literally just hmu in my dms like "" girl u will not believe this mf "" WHAT HE DO BABE WHAT HE DO #sarcasm",0,0,0,0,0,0
699,Any land in which parents do not have first and last authority over what and how their children learn #is #not #free. ✿ Anthony Esolen #sarcasm,0,0,0,0,0,0
700,Any man who says his wedding day is the happiest day of his life has obviously never scored a over-head kick on FIFA. #sarcasm,0,0,0,0,0,0
701,"Anyone can make you smile, many people can make you cry, but it takes someone special to make you smile with tears in your eyes. #sarcasm",0,0,0,0,0,0
702,Anyone else love getting yelled at for every little thing? Yea? Cool me too #sarcasm,0,0,0,0,0,0
703,Anyone else running on a half hour of sleep? #sarcasm,0,0,0,0,0,0
704,Anyone here neck deep in algebra and statistics? Looking for the best way to wrap my head around stuff. #sarcasm,0,0,0,0,0,0
705,Anyone in Chem that has to do OWLs knows my pain right now... #crazycollgelife #not #studying24hrsaday 😩 #sarcasm,0,0,0,0,0,0
706,anyone know if Liverpool are back in the champions league tonight? haven't seen anything about it... #sarcastictweet #sarcasm,0,0,0,0,0,0
707,anyone really ever been stuck babysitting in New Years and had to sneak out to a party or is that just the Disney Channel original movies? #sarcasm,0,0,0,0,0,0
708,Anyone wanna come help me with my homework? #sarcasm,0,0,0,0,0,0
709,Anyone want to form a fight club with me? First rule of fight club... don't talk about fight club! Second rule of fight club... no hitting! #sarcasm,0,0,0,0,0,0
710,"Anyone who isn't adding positivity to your life, shouldn't be in it. #sarcasm",0,0,0,0,0,0
711,"Anyone wishing to talk to me about the current Scotland situation, please don't unless I approach you first! #not #interested #sarcasm",0,0,0,0,0,0
712,Any psycho girls wanna hang out? Just text me like 5000 times and let me know. #sarcasm,0,0,0,0,0,0
713,Any salad can be a Caesar salad if you stab it enough #sarcasm,0,0,0,0,0,0
714,"Anything you say and do, can and will be screenshot against you. #sarcasm",0,0,0,0,0,0
715,"Anytime a bird takes a crap on my car, I eat an entire plate of scrambled eggs on my porch. Just to show the birds what I'm capable of. #sarcasm",1,0,0,0,0,0
716,anyways I'm just gonna post art and make an attempt at a dA description so I can sleep soon #sarcasm,0,0,0,0,0,0
717,A one night stand is when the toilet seat is too cold and I have to take a shit standing up #sarcasm,1,0,0,0,0,0
718,"A pair of black jeans will get you through a month of class, winter is awesome! Less laundry #sarcasm",0,0,0,0,0,0
719,"Apa kabar? Im checking u all the time 😂 but no reply, i hope ur OK @RohitVBhardwaj enjoy ur Sunday, miss uuuu 😍 😍 #sarcasm",0,0,0,0,0,0
720,Apartment shopping is so fun #not #exhausted ☺ 😩 #sarcasm,0,0,0,0,0,0
721,A perfect dinner for a busy weeknight is Pork Chops and Gravy! A comfort food that's great for fall! #sarcasm,0,0,0,0,0,0
722,a perfect relationship is when two people dont give up on one another regardless of each other's flaws #sarcasm,0,0,0,0,0,0
723,A perfect relationship = Two people never giving up on each other. #sarcasm,0,0,0,0,0,0
724,A person hates you for 1 of 3 reasons :1) They want to be you. 2) They hate themselves. 3) They see you as a threat. #sarcasm,1,0,0,0,0,0
725,"A person usually makes a lot of hand gestures when telling a true story. When telling a lie, a person's hands will stay noticeably still. #sarcasm",0,0,0,0,0,0
726,A person who hopes to be reincarnated as a doe is holding on for deer life #sarcasm,0,0,0,0,0,0
727,"A picture speaks a thousand words. But with Photoshop, it tells a thousand lies. #sarcasm",0,0,0,0,0,0
728,@aplusk this is a good show. Put it on to pass the time but ended really liking it. #sarcasm,0,0,0,0,0,0
729,"Apologies for all of the drunk texts I sent on a Sunday afternoon. But be honored that even with little brain function, you were on my mind #sarcasm",0,0,0,0,0,0
730,"Apologizing doesn't mean you're right or wrong, it just means you value your relationship more than your EGO. #sarcasm",0,0,0,0,0,0
731,"A potato has skin, I have skin. Therefore I am a Potato. #sarcasm",0,0,0,0,0,0
732,"apparently "" bae "" means "" before anyone else "" i always thought it was a ghetto word for "" babe "" #sarcasm",0,0,0,0,0,0
733,Apparently beer contains female hormones. After you drink enough you can neither drive nor shut the hell up #sarcasm,1,0,0,0,0,0
734,"Apparently "" cheesecake & tacos "" wasn't the answer the interviewer was looking for when he asked me what my weaknesses are. #sarcasm",0,0,0,0,0,0
735,"Apparently, i live in a gang infested neighborhood, where i can witness drive by shootings from my front porch! #sofun #not @CITYOFLAWNDALE #sarcasm",0,0,0,0,0,0
736,Apparently I'm working on opening up and being honest this week (but being nice at the same time ). It's great... #sarcastic #ohwell #sarcasm,0,0,0,0,0,0
737,Apparently I only shaved one leg in the shower this morning and I didn't even shave my whole leg just my shin.. Lazy keirian is back #sarcasm,0,0,0,0,0,0
738,Apparently it's hard to be funny with a swollen throat and sleep deficiency. #amwriting #not #sarcasm,0,0,0,0,0,0
739,"Apparently, the average person looks at their phone 150 times a day. Not me. I look at it just once. For about 12 hours. #sarcasm",0,0,0,0,0,0
740,Apparently typos only become visible to the human eye AFTER you hit send #sarcasm,0,0,0,0,0,0
741,"Apparently you need 4. 6GB free on your phone to install iOS8. Alright, Apple. I'll get right on deleting everything off my phone. #yeahright #sarcasm",0,0,0,0,0,0
742,Apple and Blackberry should team up and make a phone called The Pie. #sarcasm,0,0,0,0,0,0
743,apple : i look like a human heart mango : i look like a stomach grapes : i look like eyes banana : i don't like this game #sarcasm,0,0,0,0,0,0
744,"Apple's google glass knockoff attaches a small screen on a frame above your eyes, and it will be called iBrowse. #sarcasm",0,0,0,0,0,0
745,"Apple was considering making an iPod for kids but apparently, the name 'iTouch Kids ' didn't sit too well. #sarcasm",0,0,0,0,0,0
746,Applying to schools ; $115. 00 just to apply? Sure I have nothing better to spend that money on #sarcasm,0,0,0,0,0,0
747,April fools day is a day when you shouldn't believe what you hear or trust anyone... so its basically a normal day #sarcasm,0,0,0,0,0,0
748,April fools day is tomorrow but it doesn't matter because everyday of my life is a joke 🙃 #sarcasm,0,0,0,0,0,0
749,@AqelHesham Thank you! better late than never 😉 #sarcasm,0,0,0,0,0,0
750,@Aranchalee #not sure what to do #sarcasm,0,0,0,0,0,0
751,Arcadia's CL kick-off was a success! Now to maybe catch a quick nap before Bible Study?!? #yeahright #sarcasm,0,0,0,0,0,0
752,@archana_gyawali i know u did im saying u dont appreciate u dont even text me as soon as u buy ur wl u ignore me #sarcasm,0,0,0,0,0,0
753,A real boyfriend sees no other females because he only has eyes for his girl. #sarcasm,0,0,0,0,0,0
754,"A relationship is kinda like a nice warm shower, everything feels good til the water gets cold #sarcasm",0,0,0,0,0,0
755,A relationship where you can be weird together is the best. #sarcasm,0,0,0,0,0,0
756,are people becoming more annoying or am i becoming more angry #sarcasm,0,0,0,0,0,0
757,Are the boys being interviewed? Because this is a joke and I'm losing sleep over them singing perfect in not about this #sarcasm,0,0,0,0,0,0
758,Are there any workout programs that target the face? You really need one of those. #sarcasm,0,0,0,0,0,0
759,are there cute guys who won't have u out here looking dumb or? bc i want 1. #sarcasm,1,0,0,0,0,0
760,"Are there problems in the world? Yes. But we've also figured out how to get milk from almonds, so #sarcasm",0,0,0,0,0,0
761,Are they trending because of me?! #Yeahright #sarcasm,0,0,0,0,0,0
762,are u math cause i just cant understand you #sarcasm,0,0,0,0,0,0
763,Are you always that ugly or were you about to sneeze? #sarcasm,1,0,0,0,0,0
764,Are you an astronaut? Cause all of a sudden I wanna explore Uranus. #sarcasm,0,0,0,0,0,0
765,Are you a Pokemon? Cause I wanna throw my balls at you. #sarcasm,1,0,0,0,0,0
766,Are you as bored as I am?' Makes sense even when you read it backwards #sarcasm,0,0,0,0,0,0
767,"Are you athletic? "" - "" Yeah of course, I surf... on the internet. "" #sarcasm",0,0,0,0,0,0
768,Are you awesome at #math? Maybe not so much? You can still help your child with #homework! Read how a parent does it #sarcasm,0,0,0,0,0,0
769,"Are you crying? "" "" NO, My eyes are sweating #sarcasm",0,0,0,0,0,0
770,"are you still upset about this? "" Well yes considering u didn't even tell me until it was finalized #sarcasm",0,0,0,0,0,0
771,Are you sure your cat is cute enough? Pour it water. 😂 😂 😂 😂 #sarcastictweet #sarcasm,0,0,0,0,0,0
772,"Are you taking chem II next semester "" "" No not really "" "" Okay, have fun. Ciao #sarcasm",0,0,0,0,0,0
773,@ArgosHelpers Alright Caitlin? Are you still on duty & not sneaking out the back for a fag? If so I need a response lass. Ta. Oggy. #sarcasm,0,0,0,0,0,0
774,Arguing about football is the best #sarcasm,0,0,0,0,0,0
775,Arguing about social media best practice with a colleague. 20 + years of traditional marketing exp. vs. obsessive social media user #sarcasm,0,0,0,0,0,0
776,Arguing over who's truck is the best is dumb. It'd be much faster to just whip out your dicks and see who's compensating the most. #sarcasm,1,0,0,0,0,0
777,Arguing with angry girlfriend is like talking to Harvard Law School alumni #sarcasm,0,0,0,0,0,0
778,Arguing with a woman is like buying a lottery ticket... You're probably not gonna win but you're sure as hell gonna try. #sarcasm,0,0,0,0,0,0
